county_state,hyp_total_2009
"Marshall, OK",52.06
"Mayes, OK",53.17
"Murray, OK",53.22
"Muskogee, OK",52.59
"Noble, OK",50.77
"Nowata, OK",52.08
"Okfuskee, OK",53.49
"Oklahoma, OK",50.6
"Okmulgee, OK",53.97
"Osage, OK",51.87
"Ottawa, OK",52.17
"Pawnee, OK",53.4
"Payne, OK",50.84
"Pittsburg, OK",51.68
"Pontotoc, OK",49.84
"Pottawatomie, OK",53.18
"Pushmataha, OK",52.14
"Roger Mills, OK",51.11
"Rogers, OK",52.61
"Seminole, OK",54.46
"Sequoyah, OK",55.24
"Stephens, OK",50.87
"Texas, OK",47.96
"Tillman, OK",53.06
"Tulsa, OK",50.89
"Wagoner, OK",51.44
"Washington, OK",49.31
"Washita, OK",51.86
"Woods, OK",49.28
"Woodward, OK",50.05
"Baker, OR",48.95
"Benton, OR",44.14
"Clackamas, OR",47.02
"Clatsop, OR",50.73
"Columbia, OR",51.64
"Coos, OR",50.45
"Crook, OR",48.92
"Curry, OR",50.08
"Deschutes, OR",48.1
"Douglas, OR",52.08
"Gilliam, OR",52.45
"Grant, OR",49.95
"Harney, OR",51.21
"Hood River, OR",43.69
"Jackson, OR",48.78
"Jefferson, OR",48.74
"Josephine, OR",51.79
"Klamath, OR",51.45
"Lake, OR",48.88
"Lane, OR",46.74
"Lincoln, OR",49.89
"Linn, OR",50.31
"Malheur, OR",52.06
"Marion, OR",46.52
"Morrow, OR",50.19
"Multnomah, OR",46.11
"Polk, OR",46.75
"Sherman, OR",47.45
"Tillamook, OR",48.66
"Umatilla, OR",50.8
"Union, OR",50.0
"Wallowa, OR",50.87
"Wasco, OR",49.27
"Washington, OR",41.61
"Wheeler, OR",52.01
"Yamhill, OR",47.35
"Adams, PA",49.76
"Allegheny, PA",48.91
"Armstrong, PA",50.84
"Beaver, PA",50.9
"Bedford, PA",53.47
"Berks, PA",48.59
"Blair, PA",50.17
"Bradford, PA",50.08
"Bucks, PA",47.25
"Butler, PA",48.16
"Cambria, PA",51.08
"Cameron, PA",51.13
"Carbon, PA",52.8
"Centre, PA",48.28
"Chester, PA",44.91
"Clarion, PA",50.19
"Clearfield, PA",50.98
"Clinton, PA",51.75
"Columbia, PA",52.18
"Crawford, PA",51.25
"Cumberland, PA",47.6
"Dauphin, PA",48.8
"Delaware, PA",47.97
"Elk, PA",49.72
"Erie, PA",49.64
"Fayette, PA",53.05
"Forest, PA",52.85
"Franklin, PA",50.72
"Fulton, PA",52.78
"Greene, PA",52.58
"Huntingdon, PA",50.93
"Indiana, PA",51.4
"Jefferson, PA",52.12
"Juniata, PA",49.7
"Lackawanna, PA",49.71
"Lancaster, PA",49.12
"Lawrence, PA",50.23
"Lebanon, PA",50.83
"Lehigh, PA",48.86
"Luzerne, PA",50.02
"Lycoming, PA",50.54
"McKean, PA",51.09
"Mercer, PA",49.37
"Mifflin, PA",50.6
"Monroe, PA",50.3
"Montgomery, PA",47.28
"Montour, PA",50.29
"Northampton, PA",48.52
"Northumberland, PA",48.81
"Perry, PA",52.38
"Philadelphia, PA",52.18
"Pike, PA",48.68
"Potter, PA",51.22
"Schuylkill, PA",51.81
"Snyder, PA",51.23
"Somerset, PA",51.58
"Sullivan, PA",53.06
"Susquehanna, PA",51.57
"Tioga, PA",50.93
"Union, PA",50.42
"Venango, PA",52.16
"Warren, PA",49.99
"Washington, PA",50.53
"Wayne, PA",50.67
"Westmoreland, PA",48.7
"Wyoming, PA",51.2
"York, PA",50.76
"Bristol, RI",50.16
"Kent, RI",49.66
"Newport, RI",49.35
"Providence, RI",51.21
"Washington, RI",49.83
"Abbeville, SC",53.87
"Aiken, SC",52.37
"Allendale, SC",55.59
"Anderson, SC",52.74
"Bamberg, SC",52.64
"Barnwell, SC",52.5
"Beaufort, SC",47.29
"Berkeley, SC",52.34
"Calhoun, SC",51.33
"Charleston, SC",48.2
"Cherokee, SC",53.98
"Chester, SC",54.6
"Chesterfield, SC",53.26
"Clarendon, SC",52.26
"Colleton, SC",52.77
"Darlington, SC",51.9
"Dillon, SC",56.23
"Dorchester, SC",49.65
"Edgefield, SC",53.64
"Fairfield, SC",53.92
"Florence, SC",50.57
"Georgetown, SC",50.8
"Greenville, SC",49.07
"Greenwood, SC",49.78
"Hampton, SC",53.77
"Horry, SC",51.79
"Jasper, SC",53.08
"Kershaw, SC",51.77
"Lancaster, SC",54.56
"Laurens, SC",54.39
"Lee, SC",54.36
"Lexington, SC",49.17
"McCormick, SC",51.84
"Marion, SC",54.47
"Marlboro, SC",57.77
"Newberry, SC",50.46
"Oconee, SC",51.45
"Orangeburg, SC",52.55
"Pickens, SC",52.32
"Richland, SC",47.62
"Saluda, SC",51.88
"Spartanburg, SC",52.78
"Sumter, SC",51.48
"Union, SC",53.91
"Williamsburg, SC",55.45
"York, SC",52.3
"Aurora, SD",51.99
"Beadle, SD",49.81
"Bennett, SD",51.93
"Bon Homme, SD",50.67
"Brookings, SD",48.45
"Brown, SD",48.27
"Brule, SD",48.7
"Buffalo, SD",52.53
"Butte, SD",50.87
"Campbell, SD",51.31
"Charles Mix, SD",51.19
"Clark, SD",50.4
"Clay, SD",48.57
"Codington, SD",49.0
"Corson, SD",50.78
"Custer, SD",47.53
"Davison, SD",48.17
"Day, SD",49.05
"Deuel, SD",49.07
"Dewey, SD",49.52
"Douglas, SD",51.46
"Edmunds, SD",50.79
"Fall River, SD",50.93
"Faulk, SD",52.01
"Grant, SD",50.09
"Gregory, SD",48.87
"Haakon, SD",50.13
"Hamlin, SD",50.18
"Hand, SD",48.9
"Hanson, SD",51.58
"Harding, SD",49.13
"Hughes, SD",45.03
"Hutchinson, SD",49.68
"Hyde, SD",50.33
"Jackson, SD",51.68
"Jerauld, SD",51.45
"Jones, SD",50.77
"Kingsbury, SD",48.67
"Lake, SD",49.07
"Lawrence, SD",48.28
"Lincoln, SD",47.0
"Lyman, SD",50.54
"McCook, SD",48.55
"McPherson, SD",51.43
"Marshall, SD",49.29
"Meade, SD",50.24
"Mellette, SD",50.6
"Miner, SD",51.21
"Minnehaha, SD",47.43
"Moody, SD",48.95
"Pennington, SD",48.28
"Perkins, SD",51.88
"Potter, SD",50.29
"Roberts, SD",50.12
"Sanborn, SD",50.43
"Shannon, SD",52.73
"Spink, SD",50.9
"Stanley, SD",49.16
"Sully, SD",50.69
"Todd, SD",51.15
"Tripp, SD",51.55
"Turner, SD",50.33
"Union, SD",49.08
"Walworth, SD",49.87
"Yankton, SD",48.36
"Ziebach, SD",54.77
"Anderson, TN",51.81
"Bedford, TN",52.22
"Benton, TN",54.5
"Bledsoe, TN",55.6
"Blount, TN",51.57
"Bradley, TN",51.76
"Campbell, TN",57.02
"Cannon, TN",54.85
"Carroll, TN",52.22
"Carter, TN",54.65
"Cheatham, TN",51.96
"Chester, TN",53.52
"Claiborne, TN",55.09
"Clay, TN",55.61
"Cocke, TN",55.13
"Coffee, TN",50.12
"Crockett, TN",53.37
"Cumberland, TN",53.06
"Davidson, TN",48.19
"Decatur, TN",53.07
"DeKalb, TN",51.84
"Dickson, TN",52.46
"Dyer, TN",55.07
"Fayette, TN",52.61
"Fentress, TN",55.08
"Franklin, TN",52.37
"Gibson, TN",53.05
"Giles, TN",53.58
"Grainger, TN",54.4
"Greene, TN",53.03
"Grundy, TN",55.92
"Hamblen, TN",51.99
"Hamilton, TN",51.01
"Hancock, TN",56.68
"Hardeman, TN",55.74
"Hardin, TN",53.68
"Hawkins, TN",53.79
"Haywood, TN",53.77
"Henderson, TN",52.94
"Henry, TN",52.98
"Hickman, TN",54.72
"Houston, TN",53.19
"Humphreys, TN",52.82
"Jackson, TN",53.78
"Jefferson, TN",53.54
"Johnson, TN",58.07
"Knox, TN",48.4
"Lake, TN",58.97
"Lauderdale, TN",55.18
"Lawrence, TN",54.37
"Lewis, TN",54.16
"Lincoln, TN",51.99
"Loudon, TN",52.53
"McMinn, TN",54.29
"McNairy, TN",53.49
"Macon, TN",54.36
"Madison, TN",50.43
"Marion, TN",54.37
"Marshall, TN",52.36
"Maury, TN",52.43
"Meigs, TN",56.26
"Monroe, TN",53.49
"Montgomery, TN",50.79
"Moore, TN",54.01
"Morgan, TN",55.06
"Obion, TN",52.72
"Overton, TN",53.56
"Perry, TN",54.79
"Pickett, TN",53.75
"Polk, TN",54.7
"Putnam, TN",51.8
"Rhea, TN",54.08
"Roane, TN",52.7
"Robertson, TN",51.9
"Rutherford, TN",49.77
"Scott, TN",56.61
"Sequatchie, TN",53.17
"Sevier, TN",52.2
"Shelby, TN",49.09
"Smith, TN",53.1
"Stewart, TN",53.76
"Sullivan, TN",51.21
"Sumner, TN",50.23
"Tipton, TN",53.28
"Trousdale, TN",53.62
"Unicoi, TN",53.89
"Union, TN",56.12
"Van Buren, TN",54.24
"Warren, TN",52.79
"Washington, TN",51.08
"Wayne, TN",54.67
"Weakley, TN",53.98
"White, TN",53.03
"Williamson, TN",44.02
"Wilson, TN",50.24
"Anderson, TX",53.88
"Andrews, TX",49.55
"Angelina, TX",51.27
"Aransas, TX",50.7
"Archer, TX",50.23
"Armstrong, TX",49.82
"Atascosa, TX",48.46
"Austin, TX",49.4
"Bailey, TX",47.84
"Bandera, TX",49.25
"Bastrop, TX",49.15
"Baylor, TX",52.77
"Bee, TX",50.98
"Bell, TX",49.46
"Bexar, TX",46.23
"Blanco, TX",47.68
"Borden, TX",46.61
"Bosque, TX",50.04
"Bowie, TX",51.93
"Brazoria, TX",49.65
"Brazos, TX",48.55
"Brewster, TX",45.81
"Briscoe, TX",48.52
"Brooks, TX",50.15
"Brown, TX",49.73
"Burleson, TX",50.42
"Burnet, TX",50.35
"Caldwell, TX",48.47
"Calhoun, TX",49.59
"Callahan, TX",51.77
"Cameron, TX",48.55
"Camp, TX",50.18
"Carson, TX",51.04
"Cass, TX",51.65
"Castro, TX",48.1
"Chambers, TX",52.61
"Cherokee, TX",52.66
"Childress, TX",52.11
"Clay, TX",49.97
"Cochran, TX",50.78
"Coke, TX",51.04
"Coleman, TX",52.52
"Collin, TX",42.34
"Collingsworth, TX",52.0
"Colorado, TX",49.78
"Comal, TX",47.29
"Comanche, TX",51.15
"Concho, TX",49.93
"Cooke, TX",51.48
"Coryell, TX",51.67
"Cottle, TX",51.85
"Crane, TX",48.79
"Crockett, TX",49.63
"Crosby, TX",51.47
"Culberson, TX",49.05
"Dallam, TX",49.64
"Dallas, TX",47.72
"Dawson, TX",49.98
"Deaf Smith, TX",47.95
"Delta, TX",52.61
"Denton, TX",45.89
"DeWitt, TX",50.64
"Dickens, TX",52.21
"Dimmit, TX",48.17
"Donley, TX",52.21
"Duval, TX",47.91
"Eastland, TX",51.21
"Ector, TX",50.42
"Edwards, TX",48.21
"Ellis, TX",50.18
"El Paso, TX",46.28
"Erath, TX",49.02
"Falls, TX",52.93
"Fannin, TX",52.57
"Fayette, TX",50.48
"Fisher, TX",51.28
"Floyd, TX",48.33
"Foard, TX",52.02
"Fort Bend, TX",44.37
"Franklin, TX",49.52
"Freestone, TX",51.93
"Frio, TX",49.66
"Gaines, TX",50.13
"Galveston, TX",49.78
"Garza, TX",50.51
"Gillespie, TX",47.34
"Glasscock, TX",47.17
"Goliad, TX",50.0
"Gonzales, TX",50.52
"Gray, TX",51.48
"Grayson, TX",51.63
"Gregg, TX",49.54
"Grimes, TX",52.26
"Guadalupe, TX",48.91
"Hale, TX",48.5
"Hall, TX",51.71
"Hamilton, TX",50.47
"Hansford, TX",47.39
"Hardeman, TX",53.27
"Hardin, TX",51.69
"Harris, TX",46.57
"Harrison, TX",51.65
"Hartley, TX",48.17
"Haskell, TX",50.7
"Hays, TX",46.86
"Hemphill, TX",46.7
"Henderson, TX",52.16
"Hidalgo, TX",48.74
"Hill, TX",51.04
"Hockley, TX",50.04
"Hood, TX",49.62
"Hopkins, TX",50.48
"Houston, TX",52.84
"Howard, TX",49.32
"Hudspeth, TX",49.93
"Hunt, TX",50.99
"Hutchinson, TX",50.48
"Irion, TX",46.52
"Jack, TX",51.77
"Jackson, TX",51.34
"Jasper, TX",52.15
"Jeff Davis, TX",44.12
"Jefferson, TX",49.67
"Jim Hogg, TX",46.0
"Jim Wells, TX",47.19
"Johnson, TX",51.65
"Jones, TX",52.69
"Karnes, TX",50.85
"Kaufman, TX",51.63
"Kendall, TX",46.58
"Kenedy, TX",45.97
"Kent, TX",50.11
"Kerr, TX",47.67
"Kimble, TX",48.63
"King, TX",46.96
"Kinney, TX",48.21
"Kleberg, TX",46.87
"Knox, TX",50.56
"Lamar, TX",52.03
"Lamb, TX",49.79
"Lampasas, TX",50.1
"La Salle, TX",50.58
"Lavaca, TX",49.84
"Lee, TX",50.36
"Leon, TX",52.05
"Liberty, TX",53.94
"Limestone, TX",52.88
"Lipscomb, TX",48.34
"Live Oak, TX",51.07
"Llano, TX",47.69
"Loving, TX",56.22
"Lubbock, TX",48.0
"Lynn, TX",48.38
"McCulloch, TX",49.47
"McLennan, TX",50.7
"McMullen, TX",48.27
"Madison, TX",51.99
"Marion, TX",54.96
"Martin, TX",48.16
"Mason, TX",50.33
"Matagorda, TX",50.2
"Maverick, TX",48.39
"Medina, TX",49.2
"Menard, TX",49.5
"Midland, TX",47.75
"Milam, TX",51.18
"Mills, TX",49.55
"Mitchell, TX",50.11
"Montague, TX",51.51
"Montgomery, TX",48.07
"Moore, TX",48.17
"Morris, TX",52.62
"Motley, TX",52.19
"Nacogdoches, TX",50.4
"Navarro, TX",51.58
"Newton, TX",55.03
"Nolan, TX",50.26
"Nueces, TX",46.89
"Ochiltree, TX",47.14
"Oldham, TX",48.68
"Orange, TX",52.85
"Palo Pinto, TX",52.34
"Panola, TX",51.11
"Parker, TX",50.98
"Parmer, TX",46.18
"Pecos, TX",48.31
"Polk, TX",52.79
"Potter, TX",51.47
"Presidio, TX",48.45
"Rains, TX",52.72
"Randall, TX",46.52
"Reagan, TX",48.19
"Real, TX",50.58
"Red River, TX",52.92
"Reeves, TX",50.37
"Refugio, TX",49.36
"Roberts, TX",47.52
"Robertson, TX",52.19
"Rockwall, TX",47.04
"Runnels, TX",48.36
"Rusk, TX",52.08
"Sabine, TX",53.33
"San Augustine, TX",52.92
"San Jacinto, TX",53.7
"San Patricio, TX",48.99
"San Saba, TX",51.19
"Schleicher, TX",45.56
"Scurry, TX",50.83
"Shackelford, TX",47.88
"Shelby, TX",51.44
"Sherman, TX",46.14
"Smith, TX",49.16
"Somervell, TX",49.41
"Starr, TX",49.64
"Stephens, TX",54.98
"Sterling, TX",50.11
"Stonewall, TX",50.26
"Sutton, TX",47.64
"Swisher, TX",48.56
"Tarrant, TX",47.36
"Taylor, TX",48.56
"Terrell, TX",46.99
"Terry, TX",50.04
"Throckmorton, TX",48.26
"Titus, TX",49.85
"Tom Green, TX",47.86
"Travis, TX",44.44
"Trinity, TX",53.72
"Tyler, TX",52.29
"Upshur, TX",52.51
"Upton, TX",50.05
"Uvalde, TX",48.66
"Val Verde, TX",47.41
"Van Zandt, TX",52.02
"Victoria, TX",48.62
"Walker, TX",51.64
"Waller, TX",51.87
"Ward, TX",49.45
"Washington, TX",49.73
"Webb, TX",47.12
"Wharton, TX",51.97
"Wheeler, TX",49.65
"Wichita, TX",48.61
"Wilbarger, TX",49.46
"Willacy, TX",51.07
"Williamson, TX",44.03
"Wilson, TX",49.42
"Winkler, TX",49.89
"Wise, TX",51.94
"Wood, TX",50.57
"Yoakum, TX",49.88
"Young, TX",50.35
"Zapata, TX",47.13
"Zavala, TX",49.46
"Beaver, UT",48.73
"Box Elder, UT",48.7
"Cache, UT",47.02
"Carbon, UT",51.32
"Daggett, UT",50.23
"Davis, UT",47.21
"Duchesne, UT",49.55
"Emery, UT",51.42
"Garfield, UT",49.67
"Grand, UT",47.4
"Iron, UT",49.37
"Juab, UT",51.64
"Kane, UT",47.74
"Millard, UT",48.3
"Morgan, UT",45.64
"Piute, UT",49.53
"Rich, UT",48.21
"Salt Lake, UT",48.82
"San Juan, UT",48.88
"Sanpete, UT",48.56
"Sevier, UT",50.87
"Summit, UT",41.92
"Tooele, UT",47.96
"Uintah, UT",49.76
"Utah, UT",45.42
"Wasatch, UT",45.91
"Washington, UT",50.61
"Wayne, UT",50.74
"Weber, UT",48.38
"Addison, VT",45.99
"Bennington, VT",46.68
"Caledonia, VT",48.25
"Chittenden, VT",43.49
"Essex, VT",52.21
"Franklin, VT",50.25
"Grand Isle, VT",48.14
"Lamoille, VT",43.27
"Orange, VT",49.81
"Orleans, VT",49.05
"Rutland, VT",48.7
"Washington, VT",46.69
"Windham, VT",47.55
"Windsor, VT",45.84
"Accomack, VA",54.65
"Albemarle, VA",45.69
"Alleghany, VA",52.44
"Amelia, VA",54.1
"Amherst, VA",51.51
"Appomattox, VA",52.61
"Arlington, VA",41.83
"Augusta, VA",49.47
"Bath, VA",52.68
"Bedford, VA",48.64
"Bland, VA",53.22
"Botetourt, VA",49.95
"Brunswick, VA",54.11
"Buchanan, VA",57.84
"Buckingham, VA",53.94
"Campbell, VA",53.35
"Caroline, VA",52.03
"Carroll, VA",53.88
"Charles City, VA",53.01
"Charlotte, VA",53.05
"Chesterfield, VA",46.48
"Clarke, VA",48.5
"Craig, VA",51.93
"Culpeper, VA",50.9
"Cumberland, VA",51.21
"Dickenson, VA",56.4
"Dinwiddie, VA",52.92
"Essex, VA",50.92
"Fairfax, VA",42.84
"Fauquier, VA",48.38
"Floyd, VA",52.2
"Fluvanna, VA",49.05
"Franklin, VA",52.88
"Frederick, VA",49.49
"Giles, VA",52.02
"Gloucester, VA",52.13
"Goochland, VA",49.03
"Grayson, VA",54.39
"Greene, VA",49.08
"Greensville, VA",53.63
"Halifax, VA",53.32
"Hanover, VA",47.32
"Henrico, VA",45.84
"Henry, VA",53.23
"Highland, VA",51.21
"Isle of Wight, VA",51.14
"James City, VA",46.39
"King and Queen, VA",51.74
"King George, VA",48.95
"King William, VA",50.21
"Lancaster, VA",47.6
"Lee, VA",55.31
"Loudoun, VA",42.65
"Louisa, VA",51.85
"Lunenburg, VA",52.7
"Madison, VA",49.99
"Mathews, VA",51.18
"Mecklenburg, VA",52.62
"Middlesex, VA",49.81
"Montgomery, VA",50.97
"Nelson, VA",51.09
"New Kent, VA",50.93
"Northampton, VA",51.74
"Northumberland, VA",49.59
"Nottoway, VA",51.99
"Orange, VA",50.07
"Page, VA",52.92
"Patrick, VA",52.99
"Pittsylvania, VA",53.4
"Powhatan, VA",50.31
"Prince Edward, VA",52.31
"Prince George, VA",51.67
"Prince William, VA",46.22
"Pulaski, VA",51.86
"Rappahannock, VA",49.15
"Richmond, VA",53.72
"Roanoke, VA",47.16
"Rockbridge, VA",52.5
"Rockingham, VA",50.79
"Russell, VA",55.6
"Scott, VA",54.68
"Shenandoah, VA",49.95
"Smyth, VA",54.04
"Southampton, VA",53.46
"Spotsylvania, VA",48.52
"Stafford, VA",48.87
"Surry, VA",52.43
"Sussex, VA",55.27
"Tazewell, VA",53.92
"Warren, VA",50.99
"Washington, VA",52.91
"Westmoreland, VA",52.23
"Wise, VA",55.24
"Wythe, VA",53.17
"York, VA",46.45
"Alexandria, VA",41.97
"Bedford, VA",53.3
"Bristol, VA",55.76
"Buena Vista, VA",52.83
"Charlottesville, VA",49.75
"Chesapeake, VA",48.57
"Colonial Heights, VA",52.51
"Covington, VA",55.99
"Danville, VA",53.23
"Emporia, VA",54.26
"Fairfax, VA",44.29
"Falls Church, VA",45.41
"Franklin, VA",50.64
"Fredericksburg, VA",49.32
"Galax, VA",52.49
"Hampton, VA",51.23
"Harrisonburg, VA",45.84
"Hopewell, VA",55.62
"Lexington, VA",47.67
"Lynchburg, VA",49.71
"Manassas, VA",46.18
"Manassas Park, VA",47.9
"Martinsville, VA",51.34
"Newport News, VA",48.43
"Norfolk, VA",51.23
"Norton, VA",51.4
"Petersburg, VA",53.82
"Poquoson, VA",47.67
"Portsmouth, VA",53.13
"Radford, VA",49.58
"Richmond, VA",51.31
"Roanoke, VA",53.01
"Salem, VA",50.06
"Staunton, VA",51.08
"Suffolk, VA",52.11
"Virginia Beach, VA",47.89
"Waynesboro, VA",49.47
"Williamsburg, VA",48.44
"Winchester, VA",50.06
"Adams, WA",47.98
"Asotin, WA",51.13
"Benton, WA",48.29
"Chelan, WA",46.72
"Clallam, WA",48.86
"Clark, WA",47.17
"Columbia, WA",49.93
"Cowlitz, WA",50.95
"Douglas, WA",48.61
"Ferry, WA",50.15
"Franklin, WA",49.24
"Garfield, WA",50.38
"Grant, WA",49.29
"Grays Harbor, WA",49.75
"Island, WA",45.06
"Jefferson, WA",46.64
"King, WA",44.13
"Kitsap, WA",46.79
"Kittitas, WA",48.11
"Klickitat, WA",49.58
"Lewis, WA",51.52
"Lincoln, WA",50.11
"Mason, WA",50.54
"Okanogan, WA",48.35
"Pacific, WA",50.28
"Pend Oreille, WA",50.69
"Pierce, WA",48.95
"San Juan, WA",43.07
"Skagit, WA",47.85
"Skamania, WA",48.67
"Snohomish, WA",47.94
"Spokane, WA",47.99
"Stevens, WA",48.16
"Thurston, WA",48.04
"Wahkiakum, WA",51.35
"Walla Walla, WA",47.11
"Whatcom, WA",47.26
"Whitman, WA",46.21
"Yakima, WA",49.0
"Barbour, WV",54.16
"Berkeley, WV",51.87
"Boone, WV",56.62
"Braxton, WV",54.36
"Brooke, WV",51.86
"Cabell, WV",52.37
"Calhoun, WV",54.04
"Clay, WV",54.6
"Doddridge, WV",53.39
"Fayette, WV",54.05
"Gilmer, WV",50.65
"Grant, WV",52.34
"Greenbrier, WV",53.37
"Hampshire, WV",53.01
"Hancock, WV",53.44
"Hardy, WV",53.22
"Harrison, WV",51.12
"Jackson, WV",54.42
"Jefferson, WV",50.31
"Kanawha, WV",52.25
"Lewis, WV",53.54
"Lincoln, WV",58.21
"Logan, WV",57.24
"McDowell, WV",59.1
"Marion, WV",53.03
"Marshall, WV",54.21
"Mason, WV",54.86
"Mercer, WV",53.4
"Mineral, WV",52.62
"Mingo, WV",57.12
"Monongalia, WV",50.83
"Monroe, WV",53.04
"Morgan, WV",53.07
"Nicholas, WV",54.29
"Ohio, WV",51.96
"Pendleton, WV",52.06
"Pleasants, WV",53.48
"Pocahontas, WV",52.58
"Preston, WV",52.77
"Putnam, WV",51.28
"Raleigh, WV",54.3
"Randolph, WV",51.49
"Ritchie, WV",54.71
"Roane, WV",54.74
"Summers, WV",55.66
"Taylor, WV",53.46
"Tucker, WV",53.65
"Tyler, WV",52.75
"Upshur, WV",53.32
"Wayne, WV",54.98
"Webster, WV",55.5
"Wetzel, WV",53.79
"Wirt, WV",52.79
"Wood, WV",51.24
"Wyoming, WV",56.93
"Adams, WI",51.56
"Ashland, WI",48.58
"Barron, WI",48.56
"Bayfield, WI",49.0
"Brown, WI",46.94
"Buffalo, WI",49.59
"Burnett, WI",49.52
"Calumet, WI",49.22
"Chippewa, WI",49.02
"Clark, WI",52.23
"Columbia, WI",48.99
"Crawford, WI",49.33
"Dane, WI",44.97
"Dodge, WI",49.56
"Door, WI",49.01
"Douglas, WI",49.85
"Dunn, WI",49.72
"Eau Claire, WI",47.07
"Florence, WI",51.27
"Fond du Lac, WI",48.11
"Forest, WI",51.78
"Grant, WI",50.18
"Green, WI",50.18
"Green Lake, WI",48.83
"Iowa, WI",47.99
"Iron, WI",51.27
"Jackson, WI",49.34
"Jefferson, WI",49.74
"Juneau, WI",50.8
"Kenosha, WI",51.12
"Kewaunee, WI",52.71
"La Crosse, WI",48.34
"Lafayette, WI",50.73
"Langlade, WI",51.58
"Lincoln, WI",50.88
"Manitowoc, WI",48.4
"Marathon, WI",48.77
"Marinette, WI",50.98
"Marquette, WI",52.68
"Menominee, WI",46.7
"Milwaukee, WI",49.89
"Monroe, WI",50.03
"Oconto, WI",50.99
"Oneida, WI",49.48
"Outagamie, WI",46.04
"Ozaukee, WI",44.92
"Pepin, WI",51.21
"Pierce, WI",46.96
"Polk, WI",47.56
"Portage, WI",47.95
"Price, WI",50.62
"Racine, WI",48.81
"Richland, WI",49.29
"Rock, WI",50.67
"Rusk, WI",51.13
"St. Croix, WI",46.38
"Sauk, WI",47.9
"Sawyer, WI",49.22
"Shawano, WI",49.55
"Sheboygan, WI",49.72
"Taylor, WI",51.74
"Trempealeau, WI",50.86
"Vernon, WI",50.19
"Vilas, WI",49.22
"Walworth, WI",48.52
"Washburn, WI",47.86
"Washington, WI",47.56
"Waukesha, WI",44.63
"Waupaca, WI",48.76
"Waushara, WI",50.86
"Winnebago, WI",48.61
"Wood, WI",47.36
"Albany, WY",43.43
"Big Horn, WY",47.94
"Campbell, WY",50.01
"Carbon, WY",47.43
"Converse, WY",48.39
"Crook, WY",48.86
"Fremont, WY",47.01
"Goshen, WY",46.04
"Hot Springs, WY",48.96
"Johnson, WY",46.08
"Laramie, WY",47.83
"Lincoln, WY",49.03
"Natrona, WY",49.18
"Niobrara, WY",50.58
"Park, WY",46.81
"Platte, WY",48.12
"Sheridan, WY",48.45
"Sublette, WY",47.17
"Sweetwater, WY",48.56
"Teton, WY",41.19
"Uinta, WY",49.29
"Washakie, WY",47.51
"Weston, WY",49.84
"Autauga, AL",38.3
"Baldwin, AL",36.85
"Barbour, AL",42.74
"Bibb, AL",41.37
"Blount, AL",41.28
"Bullock, AL",42.7
"Butler, AL",41.97
"Calhoun, AL",42.71
"Chambers, AL",41.28
"Cherokee, AL",43.0
"Chilton, AL",41.21
"Choctaw, AL",41.88
"Clarke, AL",42.21
"Clay, AL",41.05
"Cleburne, AL",42.41
"Coffee, AL",39.85
"Colbert, AL",40.2
"Conecuh, AL",41.09
"Coosa, AL",40.99
"Covington, AL",41.42
"Crenshaw, AL",41.4
"Cullman, AL",41.04
"Dale, AL",40.52
"Dallas, AL",42.09
"DeKalb, AL",41.34
"Elmore, AL",39.01
"Escambia, AL",40.76
"Etowah, AL",42.31
"Fayette, AL",41.13
"Franklin, AL",41.5
"Geneva, AL",41.63
"Greene, AL",41.42
"Hale, AL",41.55
"Henry, AL",40.67
"Houston, AL",39.92
"Jackson, AL",39.7
"Jefferson, AL",37.61
"Lamar, AL",40.62
"Lauderdale, AL",38.35
"Lawrence, AL",41.26
"Lee, AL",37.47
"Limestone, AL",39.74
"Lowndes, AL",41.82
"Macon, AL",42.26
"Madison, AL",35.74
"Marengo, AL",40.25
"Marion, AL",41.9
"Marshall, AL",40.3
"Mobile, AL",38.25
"Monroe, AL",40.16
"Montgomery, AL",37.67
"Morgan, AL",39.18
"Perry, AL",42.66
"Pickens, AL",41.65
"Pike, AL",40.75
"Randolph, AL",41.16
"Russell, AL",40.71
"St. Clair, AL",42.28
"Shelby, AL",33.93
"Sumter, AL",43.12
"Talladega, AL",42.7
"Tallapoosa, AL",39.27
"Tuscaloosa, AL",38.67
"Walker, AL",41.6
"Washington, AL",40.78
"Wilcox, AL",42.39
"Winston, AL",42.65
"Aleutians East, AK",37.09
"Aleutians West, AK",35.4
"Anchorage, AK",33.87
"Bethel, AK",34.45
"Bristol Bay, AK",35.94
"Denali, AK",34.79
"Dillingham, AK",33.95
"Fairbanks North Star, AK",34.99
"Haines, AK",32.75
"Juneau City and, AK",32.44
"Kenai Peninsula, AK",35.07
"Ketchikan Gateway, AK",36.43
"Kodiak Island, AK",33.83
"Lake and Peninsula, AK",35.08
"Matanuska-Susitna, AK",35.92
"Nome, AK",33.41
"North Slope, AK",33.16
"Northwest Arctic, AK",33.85
"Prince of Wales-Outer Ketchikan, AK",36.43
"Sitka City and, AK",33.77
"Skagway-Hoonah-Angoon, AK",35.44
"Southeast Fairbanks, AK",35.2
"Valdez-Cordova, AK",33.92
"Wade Hampton, AK",35.41
"Wrangell-Petersburg, AK",36.43
"Yakutat City and, AK",37.36
"Yukon-Koyukuk, AK",34.79
"Apache, AZ",37.0
