county_state,2012 Both Sexes,cig_total_mean,cig_daily_mean,deaths-per-100k
"Pend Oreille, WA",62.1,23.22,17.25,908.2
"Pender, NC",46.6,23.78,17.26,1013.2
"Pendleton, KY",33.8,28.96,22.86,1046.1
"Pendleton, WV",37.2,27.89,22.44,974.2
"Pennington, MN",61.3,25.47,19.28,1107.7
"Pennington, SD",57.1,23.05,16.5,987.7
"Penobscot, ME",58.1,22.99,17.79,1035.8
"Peoria, IL",55.8,20.74,14.99,1000.1
"Pepin, WI",69.7,21.35,15.85,1005.8
"Perkins, NE",56.2,20.94,15.34,869.4
"Perkins, SD",59.3,20.7,15.1,930.1
"Perquimans, NC",44.9,23.09,16.74,1092.2
"Perry, AL",36.3,25.76,17.01,1287.4
"Perry, AR",39.5,29.85,23.08,1187.7
"Perry, IL",48.2,25.39,19.34,1154.5
"Perry, IN",51.6,28.95,23.1,1207.4
"Perry, KY",28.5,31.7,26.72,1633.8
"Perry, MO",55.5,27.46,22.09,1183.1
"Perry, MS",31.5,27.54,20.95,1145.8
"Perry, OH",46.7,27.97,22.45,1539.4
"Perry, PA",53.5,22.63,17.45,1124.7
"Perry, TN",29.6,29.69,22.99,1376.1
"Pershing, NV",55.7,24.51,17.35,1228.9
"Person, NC",45.4,25.23,18.03,954.0
"Petroleum, MT",65.8,20.26,15.05,1221.4
"Pettis, MO",48.0,26.94,21.3,1188.5
"Phelps, MO",49.2,24.27,18.24,1115.4
"Phelps, NE",59.2,21.55,16.46,1006.4
"Philadelphia, PA",54.1,24.88,16.69,1164.7
"Phillips, AR",37.6,28.55,20.19,977.1
"Phillips, CO",50.8,20.76,14.65,891.4
"Phillips, KS",51.7,23.5,17.77,1032.3
"Phillips, MT",65.4,23.69,17.42,1210.8
"Piatt, IL",55.5,20.78,15.35,998.5
"Pickaway, OH",46.9,25.88,20.39,1315.7
"Pickens, AL",32.3,26.69,19.25,1410.4
"Pickens, GA",53.1,23.24,17.32,1130.1
"Pickens, SC",44.9,21.89,15.47,1239.8
"Pickett, TN",28.3,26.46,20.41,1222.4
"Pierce, GA",34.0,27.05,20.62,1252.3
"Pierce, ND",64.7,26.29,20.72,1008.6
"Pierce, NE",61.6,21.01,15.43,1013.9
"Pierce, WA",59.3,20.63,14.56,1009.6
"Pierce, WI",69.1,19.32,13.96,931.3
"Pike, AL",39.9,22.17,16.14,1245.8
"Pike, AR",34.2,26.77,20.2,1530.5
"Pike, GA",41.1,24.43,17.93,1015.9
"Pike, IL",48.1,25.57,19.59,1004.8
"Pike, IN",44.5,26.22,20.7,1150.8
"Pike, KY",24.8,30.26,23.45,1361.1
"Pike, MO",49.3,29.88,23.32,1147.7
"Pike, MS",38.5,25.67,17.97,1325.8
"Pike, OH",39.5,30.08,23.92,1265.0
"Pike, PA",64.3,23.9,17.98,1029.7
"Pima, AZ",57.0,19.53,13.31,858.8
"Pinal, AZ",55.6,23.56,17.29,731.6
"Pine, MN",56.6,26.34,19.49,886.9
"Pinellas, FL",65.0,23.23,17.17,843.7
"Pipestone, MN",57.1,22.9,17.11,977.5
"Piscataquis, ME",56.9,23.91,18.72,1026.2
"Pitkin, CO",78.0,13.55,8.48,325.7
"Pitt, NC",47.9,22.41,15.46,1025.9
"Pittsburg, OK",37.9,28.38,22.24,1554.0
"Pittsylvania, VA",39.8,25.76,19.09,975.7
"Piute, UT",23.3,20.23,14.53,981.6
"Placer, CA",63.2,15.01,10.34,846.3
"Plaquemines, LA",55.9,25.56,20.27,1042.1
"Platte, MO",60.1,20.02,14.63,900.5
"Platte, NE",68.6,19.76,14.42,1060.4
"Platte, WY",61.5,23.07,17.64,924.3
"Pleasants, WV",35.9,30.24,24.63,1335.0
"Plumas, CA",63.9,21.63,15.54,1003.4
"Plymouth, IA",67.1,21.1,15.67,726.5
"Plymouth, MA",65.3,21.86,16.13,906.8
"Pocahontas, IA",61.0,21.96,16.11,1312.7
"Pocahontas, WV",32.4,26.8,21.11,1095.3
"Poinsett, AR",32.8,31.75,24.82,1492.8
"Pointe Coupee, LA",56.6,27.29,20.67,1437.2
"Polk, AR",38.0,28.06,21.18,1538.1
"Polk, FL",53.1,23.97,17.71,942.3
"Polk, GA",35.1,26.98,20.64,1581.2
"Polk, IA",63.0,18.65,14.01,1062.3
"Polk, MN",63.1,20.84,15.52,1005.2
"Polk, MO",42.7,25.78,20.13,1221.3
"Polk, NC",46.0,23.08,16.14,995.6
"Polk, NE",62.3,20.26,14.78,1030.8
"Polk, OR",60.2,18.87,13.25,788.4
"Polk, TN",28.8,29.45,22.67,1295.9
"Polk, TX",45.3,26.8,19.19,1734.8
"Polk, WI",64.3,22.31,16.15,1104.9
"Pondera, MT",53.2,23.64,17.42,1002.1
"Pontotoc, MS",32.3,28.01,21.08,1125.6
"Pontotoc, OK",41.1,24.61,17.79,1487.1
"Pope, AR",43.6,23.92,18.15,1187.1
"Pope, IL",42.1,24.81,18.36,1006.9
"Pope, MN",66.0,19.86,14.35,780.9
"Portage, OH",59.3,25.02,18.43,1396.7
"Portage, WI",73.3,19.37,14.1,1002.6
"Porter, IN",60.0,24.09,17.98,1148.2
"Posey, IN",51.9,23.08,17.64,988.6
"Pottawatomie, KS",55.8,18.81,13.81,1022.0
"Pottawatomie, OK",39.6,29.31,21.92,1501.9
"Pottawattamie, IA",59.6,23.78,18.45,985.4
"Potter, PA",53.6,24.77,19.05,1006.5
"Potter, SD",57.0,21.62,15.92,876.6
"Potter, TX",43.6,23.51,16.49,1616.3
"Powder River, MT",64.2,21.85,16.12,1098.8
"Powell, KY",28.9,32.28,26.34,1519.7
"Powell, MT",61.5,25.23,18.94,995.7
"Power, ID",36.0,20.12,14.26,1003.8
"Poweshiek, IA",61.9,22.12,16.62,1058.4
"Powhatan, VA",51.6,21.76,15.65,945.1
"Prairie, AR",38.3,27.16,20.84,1206.6
"Prairie, MT",62.2,21.81,16.17,913.8
"Pratt, KS",52.1,22.32,16.73,1151.1
"Preble, OH",48.0,27.3,21.36,1136.2
"Prentiss, MS",29.5,27.95,21.63,1437.6
"Presidio, TX",47.3,14.7,8.41,719.7
"Presque Isle, MI",61.8,24.49,18.48,1290.8
"Preston, WV",37.1,28.82,23.86,1207.1
"Price, WI",66.4,23.81,17.42,1207.4
"Prince Edward, VA",46.6,23.53,16.41,1128.8
"Prince George's, MD",53.1,18.29,12.04,1007.6
"Prince George, VA",47.1,23.25,16.7,839.5
"Providence, RI",60.7,20.63,14.67,1077.4
"Prowers, CO",50.8,21.55,15.22,790.2
"Pueblo, CO",55.5,22.98,15.77,777.7
"Pulaski, AR",53.0,23.13,14.9,1068.1
"Pulaski, GA",40.7,27.83,20.91,1255.2
"Pulaski, IL",36.0,24.5,17.35,1237.5
"Pulaski, IN",49.9,25.99,19.82,1320.3
"Pulaski, KY",30.3,29.33,23.88,1279.5
"Pulaski, MO",44.8,24.57,17.9,1192.1
"Pulaski, VA",42.0,26.42,20.65,1175.1
"Pushmataha, OK",32.7,30.15,23.3,1536.4
"Putnam, FL",43.8,27.17,20.29,957.6
"Putnam, GA",45.4,22.22,15.71,1015.8
"Putnam, IL",57.9,23.35,17.19,1191.9
"Putnam, IN",44.5,26.78,20.35,1117.4
"Putnam, MO",47.3,26.1,20.53,1096.0
"Putnam, NY",69.0,15.09,9.99,1093.1
"Putnam, OH",63.9,20.06,15.07,1198.7
"Putnam, TN",37.1,24.41,19.1,1126.9
"Putnam, WV",37.4,24.17,19.85,1254.1
"Quay, NM",32.4,22.65,15.41,1335.9
"Queen Anne's, MD",64.8,19.36,13.79,1027.3
"Queens, NY",53.8,16.46,9.9,1168.8
"Quitman, GA",35.0,28.34,20.33,1153.6
"Quitman, MS",37.7,27.65,19.53,1522.8
"Rabun, GA",49.0,22.33,15.74,965.2
"Racine, WI",65.1,22.38,15.84,1145.9
"Rains, TX",43.2,25.94,19.82,1328.5
"Raleigh, WV",28.2,30.32,24.52,1420.0
"Ralls, MO",51.8,25.22,19.62,1033.7
"Ramsey, MN",67.2,19.51,13.22,701.2
"Ramsey, ND",64.5,25.34,19.31,1070.4
"Randall, TX",47.7,18.59,12.85,1211.0
"Randolph, AL",35.5,28.51,22.02,1648.2
"Randolph, AR",33.9,27.76,21.87,1253.9
"Randolph, GA",34.5,25.39,17.4,963.0
"Randolph, IL",52.0,26.8,21.12,1126.1
"Randolph, IN",43.5,27.32,21.84,1225.0
"Randolph, MO",47.6,29.56,24.2,1226.1
"Randolph, NC",40.1,26.55,20.25,1157.6
"Randolph, WV",36.4,27.72,22.25,1085.5
"Rankin, MS",46.6,22.91,16.45,909.3
"Ransom, ND",65.9,23.66,17.93,1044.2
"Rapides, LA",43.2,26.78,19.93,1676.2
"Rappahannock, VA",51.7,20.11,14.6,810.0
"Ravalli, MT",61.0,20.55,15.18,975.7
"Rawlins, KS",58.4,21.45,15.59,1071.1
"Ray, MO",49.7,27.73,21.42,1137.0
"Reagan, TX",45.0,21.19,14.64,1028.4
"Real, TX",43.7,19.6,13.28,1080.7
"Red Lake, MN",63.2,23.87,17.95,1037.7
"Red River, LA",38.2,28.43,21.34,1032.3
"Red River, TX",41.7,26.27,18.89,1457.2
"Red Willow, NE",60.0,21.38,16.13,999.4
"Redwood, MN",62.8,23.21,17.18,875.6
"Reeves, TX",45.2,21.05,13.7,1160.3
"Refugio, TX",48.4,20.77,13.87,991.5
"Reno, KS",48.9,24.44,18.82,930.9
"Rensselaer, NY",64.7,20.37,14.44,1104.6
"Renville, MN",61.8,22.12,16.03,783.9
"Renville, ND",68.3,23.03,17.04,1003.0
"Republic, KS",55.4,21.56,15.8,1018.0
"Reynolds, MO",35.1,31.21,25.29,1374.5
"Rhea, TN",31.7,29.0,23.39,1340.9
"Rice, KS",48.1,21.54,16.0,984.7
"Rice, MN",65.2,18.88,13.48,911.2
"Rich, UT",17.9,16.98,12.59,902.8
"Richardson, NE",56.7,25.61,19.74,956.7
"Richland, IL",47.5,23.3,17.87,1114.4
"Richland, LA",35.6,27.29,21.08,1588.4
"Richland, MT",59.9,24.41,18.69,1098.1
"Richland, ND",66.5,23.45,17.84,931.2
"Richland, OH",49.3,25.85,20.67,1214.6
"Richland, SC",55.5,19.2,12.64,1017.3
"Richland, WI",60.8,23.36,17.55,999.8
"Richmond, GA",49.0,23.74,16.42,1257.1
"Richmond, NC",36.0,26.01,19.12,1428.5
"Richmond, NY",62.1,20.1,13.15,1619.2
"Richmond, VA",39.1,27.69,20.13,
"Richmond, VA",39.1,22.35,14.88,
"Riley, KS",57.1,16.43,11.13,903.6
"Ringgold, IA",54.1,21.46,15.84,1264.8
"Rio Arriba, NM",46.0,21.5,12.97,822.2
"Rio Blanco, CO",61.3,18.34,13.16,884.3
"Rio Grande, CO",54.2,19.34,12.78,912.0
"Ripley, IN",52.1,24.36,19.27,1201.7
"Ripley, MO",37.6,30.5,24.35,1283.1
"Ritchie, WV",30.9,30.54,24.49,1157.4
"Riverside, CA",54.4,17.08,11.38,1145.3
"Roane, TN",35.2,25.89,20.63,1233.3
"Roane, WV",27.8,33.58,27.78,1114.1
"Roanoke, VA",52.8,20.76,15.44,
"Roanoke, VA",52.8,27.68,20.2,
"Roberts, SD",47.6,26.81,18.75,978.3
"Roberts, TX",50.3,15.75,10.48,1582.4
"Robertson, KY",31.5,30.96,24.93,1377.6
"Robertson, TN",39.1,27.31,20.67,1277.8
"Robertson, TX",46.0,23.03,15.89,1358.4
"Robeson, NC",30.3,28.45,19.24,1282.1
"Rock Island, IL",57.6,21.71,16.19,1146.9
"Rock, MN",62.0,21.87,16.5,980.0
"Rock, NE",56.5,21.46,15.87,1434.4
"Rock, WI",62.4,22.95,17.17,1077.3
"Rockbridge, VA",47.3,23.51,17.63,850.2
"Rockcastle, KY",24.5,30.91,25.44,1334.0
"Rockdale, GA",48.3,20.26,12.91,961.6
"Rockingham, NC",39.4,27.82,20.57,1051.3
"Rockingham, NH",70.3,16.6,12.48,971.4
"Rockingham, VA",49.3,21.72,16.69,958.2
"Rockland, NY",62.9,15.49,9.96,959.0
"Rockwall, TX",50.0,16.46,11.61,1073.8
"Roger Mills, OK",39.4,23.38,17.46,1349.3
"Rogers, OK",47.0,23.85,17.55,1581.1
"Rolette, ND",46.2,31.77,21.13,1303.7
"Rooks, KS",54.6,21.44,15.62,1087.9
"Roosevelt, MT",48.1,31.77,22.28,1219.5
"Roosevelt, NM",36.6,22.4,15.74,1239.2
"Roscommon, MI",58.4,26.99,20.15,1329.6
"Roseau, MN",61.9,23.05,16.81,1132.1
"Rosebud, MT",50.9,24.29,16.48,1080.1
"Ross, OH",45.2,28.48,22.24,1142.7
"Routt, CO",76.7,14.7,9.75,399.7
"Rowan, KY",35.7,27.39,21.92,1120.9
"Rowan, NC",41.7,26.1,20.07,1120.6
"Runnels, TX",49.3,22.08,15.66,1174.3
"Rush, IN",46.8,27.15,21.29,1268.9
"Rush, KS",51.0,22.12,16.14,966.3
"Rusk, TX",41.4,24.24,17.48,1260.1
"Rusk, WI",60.2,24.81,18.3,1074.0
"Russell, AL",38.5,26.83,19.75,1085.9
"Russell, KS",54.1,22.78,17.07,982.6
"Russell, KY",30.5,30.92,24.74,1378.6
"Russell, VA",26.4,28.04,21.46,1210.6
"Rutherford, NC",36.6,27.29,20.34,1111.8
"Rutherford, TN",45.1,20.73,15.51,1099.5
"Rutland, VT",64.3,20.14,14.42,1226.8
"Sabine, LA",36.0,27.84,21.02,1136.1
"Sabine, TX",40.3,26.15,18.83,1186.2
"Sac, IA",60.6,21.26,15.78,1080.3
"Sacramento, CA",57.2,18.26,12.65,949.3
"Sagadahoc, ME",66.3,19.65,14.51,962.7
"Saginaw, MI",59.2,24.7,17.61,1087.9
"Saguache, CO",51.1,21.47,14.12,682.3
"Salem, NJ",55.7,22.83,17.16,1294.5
"Saline, AR",47.8,26.26,19.98,1235.2
"Saline, IL",42.4,25.65,19.85,1040.5
"Saline, KS",49.7,23.99,18.13,953.8
"Saline, MO",48.7,27.76,21.45,1215.8
"Saline, NE",59.8,22.23,16.31,1092.1
"Salt Lake, UT",35.9,13.0,9.11,980.3
"Saluda, SC",45.0,23.74,16.62,982.5
"Sampson, NC",34.1,25.17,18.04,1098.3
"San Augustine, TX",37.5,27.94,20.02,1111.2
"San Benito, CA",54.6,15.77,10.04,832.8
"San Bernardino, CA",50.4,17.31,11.2,1229.0
"San Diego, CA",60.5,13.65,9.16,844.6
"San Francisco, CA",65.7,12.34,7.64,722.5
"San Jacinto, TX",42.9,25.8,18.59,1133.1
"San Joaquin, CA",51.9,18.99,13.63,970.5
"San Juan, CO",68.5,19.82,13.44,781.7
"San Juan, NM",38.8,25.45,17.88,843.6
"San Juan, UT",27.0,23.91,16.33,670.8
"San Juan, WA",73.1,16.33,10.32,522.0
"San Luis Obispo, CA",63.3,14.03,10.01,794.3
"San Mateo, CA",63.8,11.39,7.38,728.8
"San Miguel, CO",76.4,12.74,8.06,338.0
"San Miguel, NM",43.6,19.61,11.28,956.0
"San Patricio, TX",50.4,20.58,13.71,1174.3
"San Saba, TX",41.9,23.17,16.38,1008.8
"Sanborn, SD",66.1,21.26,16.04,993.3
"Sanders, MT",60.9,23.15,17.06,937.8
"Sandoval, NM",55.7,19.89,13.11,924.5
"Sandusky, OH",58.8,25.42,19.67,1205.6
"Sangamon, IL",58.0,22.19,15.88,1033.4
"Sanilac, MI",55.6,27.5,20.87,1438.7
"Sanpete, UT",19.7,15.54,11.61,994.9
"Santa Barbara, CA",60.1,13.3,9.16,863.6
"Santa Clara, CA",58.7,11.25,7.07,646.5
"Santa Cruz, AZ",54.2,17.71,10.46,774.7
"Santa Cruz, CA",63.8,13.58,8.58,734.8
"Santa Fe, NM",59.0,18.46,11.39,679.4
"Santa Rosa, FL",57.7,21.89,16.02,995.2
"Sarasota, FL",68.6,23.69,17.11,620.1
"Saratoga, NY",67.1,17.09,12.08,1020.6
"Sargent, ND",69.1,22.29,16.68,946.3
"Sarpy, NE",65.7,18.29,13.41,894.9
"Sauk, WI",64.1,23.01,16.67,991.0
"Saunders, NE",67.0,22.13,16.31,913.2
"Sawyer, WI",63.7,24.48,17.43,1065.6
"Schenectady, NY",63.2,20.14,14.48,1123.6
"Schleicher, TX",42.7,17.35,11.19,1202.1
"Schley, GA",41.5,25.99,19.05,1052.3
"Schoharie, NY",60.7,21.78,15.51,1005.3
"Schoolcraft, MI",61.8,27.26,20.72,1051.6
"Schuyler, IL",53.3,23.49,17.71,1043.8
"Schuyler, MO",44.9,29.43,23.7,1027.5
"Schuyler, NY",59.3,22.17,16.09,1136.2
"Schuylkill, PA",56.5,26.42,20.12,1534.9
"Scioto, OH",40.2,27.99,22.2,1613.3
"Scotland, MO",47.0,25.22,19.69,1104.7
"Scotland, NC",35.5,25.45,18.0,1161.6
"Scott, AR",34.8,29.32,22.94,1351.7
"Scott, IA",68.0,19.95,14.34,1034.1
"Scott, IL",46.7,23.09,17.25,1296.2
"Scott, IN",43.1,29.72,24.17,1171.8
"Scott, KS",52.0,19.21,13.95,804.0
"Scott, KY",46.3,23.7,17.89,1379.8
"Scott, MN",69.8,15.37,10.77,685.7
"Scott, MO",45.0,28.57,23.24,1194.2
"Scott, MS",34.5,27.86,20.5,1535.8
"Scott, TN",28.3,30.77,24.46,1242.2
"Scott, VA",29.0,28.0,21.4,1117.6
"Scotts Bluff, NE",53.2,20.67,15.3,996.7
"Screven, GA",41.3,26.52,19.16,1123.4
"Scurry, TX",42.9,22.19,15.99,924.4
"Searcy, AR",35.6,29.01,22.4,1078.6
"Sebastian, AR",43.8,27.81,21.11,1264.9
"Sedgwick, CO",51.1,22.87,16.57,1089.7
"Sedgwick, KS",51.9,22.1,16.47,988.3
"Seminole, FL",60.9,18.73,13.01,892.6
"Seminole, GA",43.4,25.12,18.13,1392.7
"Seminole, OK",37.3,30.14,22.95,1676.6
"Seneca, NY",60.6,22.94,16.75,977.5
"Seneca, OH",58.8,25.33,19.52,1447.7
"Sequatchie, TN",33.1,28.07,22.04,1146.4
"Sequoyah, OK",40.6,32.02,24.13,1489.2
"Sevier, AR",32.6,27.28,19.57,1314.6
"Sevier, TN",35.1,25.58,19.61,1136.8
"Sevier, UT",20.0,19.83,14.79,1102.3
"Seward, KS",42.8,22.3,15.02,1210.7
"Seward, NE",64.3,18.67,13.38,990.3
"Shackelford, TX",43.7,20.68,14.75,1276.2
"Shannon, MO",35.6,26.95,21.42,1148.2
"Shannon, SD",28.6,36.0,23.68,
"Sharkey, MS",36.8,23.03,15.16,1086.5
"Sharp, AR",35.6,28.52,22.26,1419.4
"Shasta, CA",56.9,22.98,17.0,1256.1
"Shawano, WI",61.8,24.08,18.09,1043.5
"Shawnee, KS",52.7,22.34,16.78,993.9
"Sheboygan, WI",66.1,20.25,15.49,1051.2
"Shelby, AL",52.0,17.69,12.71,979.4
"Shelby, IA",64.6,21.96,16.62,959.4
"Shelby, IL",51.3,23.3,17.81,1068.1
"Shelby, IN",49.0,27.08,21.49,1033.0
"Shelby, KY",43.5,25.62,19.86,976.2
"Shelby, MO",48.4,26.4,20.97,1253.6
"Shelby, OH",55.1,24.67,19.16,1244.3
"Shelby, TN",48.1,21.78,14.55,1125.0
"Shelby, TX",40.2,23.62,16.84,1178.4
"Shenandoah, VA",51.6,24.46,19.1,980.4
"Sherburne, MN",65.6,20.91,15.54,722.0
"Sheridan, KS",54.9,20.34,14.83,979.4
"Sheridan, MT",53.1,21.89,15.75,735.1
"Sheridan, ND",57.5,21.76,16.56,773.4
"Sheridan, NE",55.8,22.58,16.29,1026.4
"Sheridan, WY",61.3,22.5,16.68,998.2
"Sherman, KS",56.2,24.62,18.85,952.8
"Sherman, NE",57.8,23.26,17.84,988.7
"Sherman, OR",67.1,23.98,17.64,925.3
"Sherman, TX",38.7,17.0,11.24,1385.4
"Shiawassee, MI",57.1,25.65,19.74,1312.5
"Shoshone, ID",64.3,26.58,20.27,1050.3
"Sibley, MN",62.7,21.38,15.18,780.0
"Sierra, CA",60.6,22.29,15.64,1086.3
"Sierra, NM",48.6,25.24,17.49,1207.6
"Silver Bow, MT",61.4,24.64,18.45,1523.2
"Simpson, KY",36.9,29.7,23.4,1265.0
"Simpson, MS",30.0,26.8,19.09,1433.0
"Sioux, IA",63.4,18.15,13.34,724.0
"Sioux, ND",36.7,35.23,23.84,1140.9
"Sioux, NE",59.6,18.54,13.42,927.4
"Siskiyou, CA",58.5,21.19,14.94,1031.6
"Skagit, WA",61.5,20.51,14.51,870.4
"Skamania, WA",63.3,19.52,13.28,799.7
"Slope, ND",55.0,21.33,15.91,893.7
"Smith, KS",50.0,22.73,17.04,1123.9
"Smith, MS",31.9,25.41,18.81,1138.5
"Smith, TN",35.0,26.81,21.28,1040.8
"Smith, TX",46.3,20.74,14.77,1374.8
"Smyth, VA",33.2,26.43,20.74,1247.5
"Snohomish, WA",61.7,19.32,14.04,843.7
"Snyder, PA",51.9,22.35,17.46,1078.9
"Socorro, NM",43.2,23.78,15.24,1008.4
"Solano, CA",58.0,16.64,11.51,750.2
"Somerset, MD",47.5,25.88,18.37,1719.2
"Somerset, ME",55.9,25.07,19.85,1084.0
"Somerset, NJ",65.2,12.38,7.74,938.6
"Somerset, PA",48.8,25.71,19.56,1181.9
"Somervell, TX",48.3,18.02,12.03,947.0
"Sonoma, CA",67.3,16.52,11.3,837.3
"Spalding, GA",41.3,26.37,18.89,1072.7
"Spartanburg, SC",47.0,25.04,17.95,1042.6
"Spencer, IN",51.3,23.36,17.53,1192.7
"Spencer, KY",40.3,27.22,22.16,1007.0
"Spink, SD",60.4,20.9,15.35,902.6
"Spokane, WA",61.4,20.38,15.09,896.1
"Spotsylvania, VA",54.5,18.74,13.61,951.9
"St. Bernard, LA",52.6,29.65,23.56,1000.1
"St. Charles, LA",58.0,24.02,17.96,1263.3
"St. Charles, MO",62.4,19.61,15.05,1006.1
"St. Clair, AL",39.3,25.74,19.51,1282.3
"St. Clair, IL",55.0,23.05,17.32,1181.9
"St. Clair, MI",59.5,28.0,20.98,1447.0
"St. Clair, MO",39.5,28.33,22.25,1191.0
"St. Croix, WI",70.0,17.96,12.71,862.7
"St. Francis, AR",35.5,27.72,19.56,1361.8
"St. Francois, MO",41.6,29.88,23.55,1426.0
"St. Helena, LA",41.1,26.08,18.49,1216.3
"St. James, LA",55.8,26.04,18.21,1215.1
"St. John the Baptist, LA",52.8,25.23,18.07,1538.0
"St. Johns, FL",69.0,17.37,11.79,759.3
"St. Joseph, IN",57.8,23.23,16.94,1080.7
"St. Joseph, MI",53.2,25.81,19.7,1224.4
"St. Landry, LA",54.2,29.74,22.62,1557.8
"St. Lawrence, NY",60.4,21.77,16.38,1204.0
"St. Louis, MN",63.0,22.83,15.86,840.1
"St. Louis, MO",63.2,20.92,15.13,
"St. Louis, MO",63.2,28.75,20.51,
"St. Lucie, FL",57.0,24.1,17.1,839.2
"St. Martin, LA",53.1,29.62,22.62,1336.2
"St. Mary's, MD",60.6,19.36,13.7,1055.1
"St. Mary, LA",51.1,29.28,22.2,1305.7
"St. Tammany, LA",60.3,22.27,16.66,1141.7
"Stafford, KS",45.2,20.7,14.76,978.5
"Stafford, VA",60.0,16.92,12.13,1032.4
"Stanislaus, CA",50.5,18.97,13.48,1135.5
"Stanley, SD",69.6,22.05,16.3,632.0
"Stanly, NC",39.0,24.93,18.74,1255.9
"Stanton, KS",44.5,19.93,13.59,975.3
"Stanton, NE",61.9,20.01,14.61,969.8
"Stark, IL",51.2,23.01,17.36,1103.2
"Stark, ND",67.1,22.53,17.42,884.6
"Stark, OH",54.3,25.74,19.13,1109.6
"Starke, IN",49.9,28.53,22.0,1400.3
"Starr, TX",37.3,17.64,9.98,922.8
"Ste. Genevieve, MO",49.7,27.68,22.25,1287.0
"Stearns, MN",68.3,18.48,13.51,671.3
"Steele, MN",65.7,19.57,13.96,929.8
"Steele, ND",69.4,22.56,17.01,884.9
"Stephens, GA",38.4,24.98,18.76,1285.8
"Stephens, OK",41.6,27.79,21.42,1454.1
"Stephens, TX",44.3,24.77,18.18,1369.6
"Stephenson, IL",57.2,22.73,17.04,926.0
"Sterling, TX",49.0,17.79,11.82,1278.8
"Steuben, IN",53.9,23.96,18.59,1073.7
"Steuben, NY",57.6,22.01,16.2,1185.0
"Stevens, KS",47.7,21.34,15.26,1037.5
"Stevens, MN",66.4,19.0,13.5,940.0
"Stevens, WA",57.9,21.46,15.64,990.8
"Stewart, GA",29.3,27.62,18.29,1094.2
"Stewart, TN",32.7,27.55,21.52,1206.2
"Stillwater, MT",64.3,20.79,15.03,983.9
"Stoddard, MO",43.0,28.91,23.8,1338.9
"Stokes, NC",40.1,27.27,20.91,1049.2
"Stone, AR",36.5,28.07,21.75,1073.3
"Stone, MO",43.4,27.37,21.78,1354.4
"Stone, MS",37.9,26.21,19.65,1460.5
"Stonewall, TX",40.4,17.35,11.85,1162.4
"Storey, NV",70.6,25.14,18.27,1088.4
"Story, IA",63.6,13.81,9.43,889.6
"Strafford, NH",64.5,19.83,14.99,968.2
"Stutsman, ND",61.7,24.96,19.41,1125.8
"Sublette, WY",62.6,16.55,11.18,812.7
"Suffolk, MA",60.0,18.68,12.6,730.6
"Suffolk, NY",65.3,17.64,12.45,1203.9
"Sullivan, IN",41.5,27.66,20.63,1357.2
"Sullivan, MO",43.9,26.97,20.56,1224.2
"Sullivan, NH",65.5,19.82,14.81,961.5
"Sullivan, NY",59.8,23.37,16.6,1052.5
"Sullivan, PA",59.2,23.71,17.77,1197.0
"Sullivan, TN",38.4,28.18,21.91,1238.9
"Sully, SD",65.6,18.72,13.39,759.3
"Summers, WV",27.4,28.44,22.87,1288.1
"Summit, CO",78.6,14.36,9.29,272.4
"Summit, OH",60.7,24.0,17.08,1151.4
"Summit, UT",57.7,10.67,6.97,865.9
"Sumner, KS",51.5,24.29,18.67,1052.8
"Sumner, TN",43.2,24.79,18.69,1066.8
"Sumter, AL",38.2,24.19,15.58,1320.9
"Sumter, FL",63.3,25.71,19.1,751.8
"Sumter, GA",38.9,24.3,16.66,1217.9
"Sumter, SC",42.6,23.71,16.83,912.3
"Sunflower, MS",40.2,26.38,18.47,1302.1
"Surry, NC",34.8,25.46,19.5,1010.4
"Surry, VA",41.8,23.12,16.28,955.9
"Susquehanna, PA",58.4,24.65,19.0,1187.6
"Sussex, DE",56.5,24.56,18.61,1045.6
"Sussex, NJ",67.3,18.16,13.07,1163.0
"Sussex, VA",40.5,27.38,19.39,1213.3
"Sutter, CA",52.4,19.24,13.72,943.8
"Sutton, TX",52.9,19.05,12.83,965.9
"Suwannee, FL",39.0,27.15,20.2,1181.3
"Swain, NC",43.2,27.06,18.26,1061.1
"Sweet Grass, MT",62.5,20.21,14.73,765.8
"Sweetwater, WY",53.9,22.91,17.37,1024.6
"Swift, MN",63.9,22.26,16.75,862.6
"Swisher, TX",41.3,20.5,13.73,1176.2
"Switzerland, IN",45.8,28.1,22.41,992.2
"Talbot, GA",37.9,25.56,17.38,1221.5
"Talbot, MD",61.0,18.49,13.4,915.5
"Taliaferro, GA",32.2,26.37,17.88,1083.6
"Talladega, AL",38.2,26.41,20.0,1584.3
"Tallahatchie, MS",35.5,28.74,21.13,1074.4
"Tallapoosa, AL",37.5,26.83,19.79,1476.9
"Tama, IA",58.1,23.22,17.1,1098.9
"Taney, MO",41.8,27.26,21.56,1640.3
"Tangipahoa, LA",45.5,25.38,19.04,1473.2
"Taos, NM",53.1,17.95,11.06,664.0
"Tarrant, TX",55.6,18.82,13.04,979.9
"Tate, MS",38.5,24.44,18.43,1542.1
"Tattnall, GA",36.5,26.9,19.45,1364.8
"Taylor, FL",42.5,27.6,20.86,990.1
"Taylor, GA",34.0,26.72,19.08,1282.0
"Taylor, IA",52.3,22.97,17.08,1321.5
"Taylor, KY",34.3,29.68,24.17,1286.5
